co,de,lo,pa,sp
0.0454214151627489,0.0152730774331256,0,0,0
0.0396203313850193,0.0308324650213171,0,0,0
0.0441393352354243,0.0377010488238861,0,0,0
0.0987703362407838,0.0148450431114631,0,0,0
0.104340331557747,0.0168250348446855,0,0,0
0.122877829283436,0.0221979719068166,0,0,0
0.117664824652993,0,0.0194281694959507,0,0
0.128949404319168,0,0.0166133282990865,0,0
0.19093496695199,0,0.0160000282461317,0,0
0.22607239225396,0,0.0253758411642484,0,0
0.371303486756054,0,0.0320613004333257,0,0
0.45919329656681,0,0.0355678686767513,0,0
0,0.0699493581393324,0.0341245511446686,0,0
0,0.0695744740813192,0.05547460690178,0,0
0,0.0815571657425776,0.0468018996545297,0,0
0,0.0860088099740677,0.0637228805535792,0,0
0,0.102821224203905,0.0616241315361982,0,0
0,0.115098561666195,0.0975351981064806,0,0
0.125921795884883,0.0162584154243422,0.010710957667746,0,0
0.127744528621331,0.0159831647803423,0.00971108166034427,0,0
0.129738525063006,0.0208433388474073,0.0249865978352526,0,0
0.154715880391742,0.0258626027943067,0.0276662132391111,0,0
0.176274875769154,0.0360234159097859,0.0278826382685213,0,0
0.223115731220316,0.0205773783014968,0.00636080491882257,0,0
0.0535268435217655,0,0,0.0764711917140643,0
0.0587285310224305,0,0,0.0767340119608708,0
0.056833519874236,0,0,0.114810183176481,0
0.0695033120189233,0,0,0.140643542122394,0
0.0603041159352151,0,0,0.15778664099379,0
0.0864354304543012,0,0,0.194218800864188,0
0,0.0203589018952738,0,0.0499008155789458,0
0,0.0175275766747097,0,0.0618808881506833,0
0,0.0196444163123933,0,0.0948087378713288,0
0,0.0283955502158395,0,0.0880802873519482,0
0,0.0399087677665236,0,0.0952564814659611,0
0,0.0252833576260762,0,0.113897860443499,0
0.0553420152649173,0.0222333752968471,0,0.0538466836391874,0
0.0613333135816176,0.0109710035068021,0,0.0660694604957714,0
0.0584779288356492,0.0258869193709834,0,0.0618741168908689,0
0.0642822121011795,0.0205866487140767,0,0.0760650659715299,0
0.0524993682630419,0.0160586240883148,0,0.0937103522047435,0
0.0691282257227105,0.0133630662723809,0,0.0918099739857267,0
0,0,0.0251098884153355,0.153565414284557,0
0,0,0.0100859129379264,0.184962763614227,0
0,0,0.029180443984556,0.166272537917639,0
0,0,0.00815726564823048,0.202286990667985,0
0,0,0.0399017992285957,0.221910744886617,0
0,0,0.051848878560554,0.218301909232222,0
0.0392508055677484,0.0115776374459798,0.0178523409434076,0.0752199952626632,0
0.0768035810579374,0.0119125405425217,0.00821744967004412,0.148146917536822,0
0.0822092638967443,0.0127928455133893,0.0205096196050358,0.132822483596708,0
0.0863303702987613,0.0127874679285111,0.0136341612005081,0.141277514985385,0
0.0576212914047731,0.0115697169457604,0.016058377876976,0.16923925285934,0
0.125337337621308,0.0168882731080755,0.0216325436703127,0.237316450896035,0
0.0917554509602346,0,0,0,0.0312652422029624
0.103438600272909,0,0,0,0.0619568681820494
0.104021074979605,0,0,0,0.0888761445589181
0.107500814129644,0,0,0,0.0980450781455982
0.14097556966379,0,0,0,0.0651215962722715
0.174150207083209,0,0,0,0.0580963948192422
0,0.0239284037454451,0,0,0.0475337543861129
0,0.0199943173297131,0,0,0.0681438382452185
0,0.0422002933531929,0,0,0.0556984830732406
0,0.0304700696059311,0,0,0.0935779918949954
0,0.0290150953208583,0,0,0.100942714969531
0,0.0266284159741588,0,0,0.103895309335334
0,0,0.0577292404736742,0,0.0637863091436296
0,0,0.034126301996149,0,0.139925219304556
0,0,0.0486618739889178,0,0.15312309039478
0,0,0.0412507748138219,0,0.170862543513164
0,0,0.0379400688152696,0,0.181281748332197
0,0,0.0286958161406617,0,0.199420207443817
0,0.0489625057762946,0.0392326428183952,0,0.0210455641536241
0,0.0541905889715976,0.0447760374239922,0,0.0207560195416769
0,0.0880146851443785,0.0386884920767173,0,0.0322403090711983
0,0.0839524561599695,0.0471023020665785,0,0.0318909085799417
0,0.0591324705524509,0.018829550863172,0,0.0931968348893425
0,0.089453475300485,0.0320912916397523,0,0.0837776508461397
