co,de,lo,pa,sp
0.0285311629924058,0.00326073901045991,0,0.0265773771316401,0.0162962225292175
0.0292027671920972,0.00372604066927103,0,0.0348216643717507,0.00854247387813466
0.0224249268831208,0.00411141831877986,0,0.0438410231287939,0.0099914953850001
0,0,0.0242607076636949,0.0581008921859189,0.0365748868519764
0,0,0.0158062613558727,0.0676319539903941,0.0477755197241916
0,0,0.0129482276927322,0.102937173310616,0.0306320133402245
0,0,0.0281720373763785,0.0869735910614813,0.0348513694935901
0,0,0.0149684993119936,0.0926841845877869,0.0460220985558777
0,0,0.00745932206374665,0.148048895077953,0.0348528399393293
0.0187299218044909,0,0.0167236157650988,0.0300631591474601,0.031186287047176
0.0086433745263308,0,0.0209447777265079,0.0367201991284615,0.0318419191492239
0.00707888218331128,0,0.02260909940193,0.0700448200463007,0.0133383841083888
0.0161071887033776,0,0.0231856207571437,0.0712015257395642,0.0350905174553644
0.0266725628312026,0,0.0227650386934355,0.0531925680445743,0.0791525928001474
0.0318515923484268,0,0.0133281829197965,0.0561413885731279,0.113107541405316
0,0.0014206387425531,0.00783003836319792,0.0627608534404867,0.0254153205614574
0,0.00890479518052266,0.0168074983795129,0.0626005193852312,0.0146331422187455
0,0.00527178033369968,0.0202634682643549,0.0719660597497063,0.0203661301290013
0,0.00170386638732311,0.0070117415248397,0.0998012723401308,0.0247679327589444
0,0.00381909527212358,0.00855723778887482,0.124022964834882,0.0119980444763276
0,0.00375200606678677,0.0147819271177707,0.0912648177626713,0.048582885346371
0.0117524593246906,0.00278154966276586,0.0111662863977462,0.0412779920514476,0.023744698942606
0.0097930783070583,0.00302632022504584,0.0127475184864596,0.0632141680481601,0.0260343828002375
0.0103800057873916,0.00496345283178467,0.0143400613314081,0.0674792206012612,0.0183100895942214
0.0146814370708442,0.00198297323342622,0.0107792871745182,0.0570208235875692,0.0403075250386501
0.00817085009073616,0.00113659373714901,0.0103555295840182,0.0696043535047613,0.0493543110612346
0.0138319343280214,0.00153140094313832,0.00723066611945847,0.103509807280264,0.0888455002123226
