co,de,lo,pa,sp
0.0175781347847455,0.00456209041748092,0,0,0
0.030226066099357,0.00979179351782597,0,0,0
0.0543186047356493,0.0113176659898871,0,0,0
0.0571120673646348,0.0131634589311971,0,0,0
0.0595644103879677,0.0114560948788065,0,0,0
0.0628087664245189,0.0146090073305903,0,0,0
0.0310080621329656,0,0.0661835819690975,0,0
0.0754572591073606,0,0.0453043252118083,0,0
0.0960615876293252,0,0.0506050879399469,0,0
0.126641073128888,0,0.0316365654655301,0,0
0.138313414830287,0,0.0471622715502915,0,0
0.173079534715963,0,0.020303057187919,0,0
0,0.0394640646356329,0.027655566968884,0,0
0,0.0454611702495444,0.0398155275961666,0,0
0,0.0644372117203577,0.0440277022440212,0,0
0,0.0784702124900322,0.0313747191680876,0,0
0,0.0944769159207657,0.0368797766017566,0,0
0,0.0870813950448664,0.0507400632456708,0,0
0.0243648311902433,0.014978576578728,0.022239339152051,0,0
0.0449067838776229,0.0200690155875311,0.0242428702232597,0,0
0.0526729287091566,0.0150405030843941,0.0282871682805471,0,0
0.0656019283741999,0.0179046238048574,0.0272037723870575,0,0
0.0840692162658341,0.0267292780536966,0.0250684585496699,0,0
0.131825205588618,0.0237551811125822,0.0349657589154266,0,0
0.0216464721486208,0,0,0.0275227823291127,0
0.0254219826731189,0,0,0.0360406606094217,0
0.0219274263919414,0,0,0.0440871910587098,0
0.0221852225364703,0,0,0.0582673490086469,0
0.02926714764186,0,0,0.057118666188576,0
0.0204038124127186,0,0,0.0685656435801278,0
0,0.00553838847963912,0,0.044231267419639,0
0,0.00461311410098028,0,0.0459880832932011,0
0,0.006358014374391,0,0.0551704922617633,0
0,0.0116792369158577,0,0.0501979110030046,0
0,0.00760617817700591,0,0.0556705999244824,0
0,0.00798710522238084,0,0.0678750097938175,0
0.028894350582454,0.00633909244307074,0,0.0322412538450447,0
0.0231074332207333,0.00464877359040885,0,0.039876024076023,0
0.0309903351807146,0.00631384819514195,0,0.0350374012023287,0
0.0237221016696272,0.00575813316100031,0,0.054483529311721,0
0.0231516234263315,0.00330700029372082,0,0.0723792614155874,0
0.0197221415513204,0.00405504910225001,0,0.0765766837912095,0
0,0,0.00890777908544608,0.114149998784725,0
0,0,0.0185670351777777,0.106998883854289,0
0,0,0.0252872434636937,0.105474980184928,0
0,0,0.0226504516262854,0.109933119659023,0
0,0,0.0157939232257724,0.125295607123293,0
0,0,0.0204082545287021,0.132271439226926,0
0.0174455244336969,0.00354767655290496,0.0114406991320337,0.0618024016242782,0
0.00472245960167062,0.00168139931402046,0.0108999512063669,0.0793522997894087,0
0.0125968325155898,0.00220227776729188,0.00847448241305798,0.0766150152913817,0
0.0286809178729632,0.00626109237275441,0.00426918456765072,0.0736842073724862,0
