co,de,lo,pa,sp
0.0175515400186224,0.0103645290093229,0,0,0
0.0174019026689031,0.0113442390715418,0,0,0
0.019988719552054,0.00988872621866633,0,0,0
0.0194361416220992,0.0142530509526482,0,0,0
0.0281330996095199,0.0189158242824682,0,0,0
0.0323797283956778,0.0241607819569928,0,0,0
0.0250133212104456,0,0.0614114168521238,0,0
0.0572487988519244,0,0.0826136607391447,0,0
0.0506430809684046,0,0.0974172166022721,0,0
0.0543160101303496,0,0.120494421195613,0,0
0.074603655223954,0,0.108030978849249,0,0
0.0821903344247949,0,0.116321632471966,0,0
0,0.0200638730289803,0.0237198342046816,0,0
0,0.0157116798995923,0.0384321406124505,0,0
0,0.0225086024995467,0.0399314515181371,0,0
0,0.0409454572106916,0.0363583706111907,0,0
0,0.0520290815959404,0.0316541545876508,0,0
0,0.0473004737635585,0.0525162518894405,0,0
0.0202710503170109,0.00635420393267191,0.0392521325039355,0,0
0.0288927830139992,0.0136722250499369,0.0481069336909327,0,0
0.029436193557747,0.0148986864214977,0.0529017250329683,0,0
0.0401033956258114,0.013476146154116,0.0457939025020614,0,0
0.0413013320156321,0.0259379400431838,0.0462234912868582,0,0
0.0400847141472366,0.015709925493973,0.0646242317354216,0,0
0.0132089569486103,0,0,0.0328823225822209,0
0.0335186928794535,0,0,0.0433237645140654,0
0.0234520640344452,0,0,0.0556158695595997,0
0.0246724868959254,0,0,0.0565041568220026,0
0.0233181261639836,0,0,0.0734999247509974,0
0.0347366786559058,0,0,0.0920004976176159,0
0,0.00410923944115972,0,0.0546471577400654,0
0,0.00202713817728117,0,0.065372492073806,0
0,0.00377930886574871,0,0.0649224478159566,0
0,0.00607879114025056,0,0.0634953174725153,0
0,0.0037570697453481,0,0.0769290116160294,0
0,0.00580697965212527,0,0.09485841753389,0
0.00779378303389922,0.00425463714546846,0,0.0346981776035174,0
0.0118907232447538,0.00366717234310503,0,0.0394505390926331,0
0.00988483985886377,0.0032029814545466,0,0.0491901989062546,0
0.0192772015405893,0.00311974110302612,0,0.0460700010024832,0
0.0121023356353917,0.00349534886108945,0,0.0571006647520263,0
0.0174167350191901,0.00530656831563921,0,0.055541391760505,0
0,0,0.0155802514899019,0.0500318654306339,0
0,0,0.0175916523092672,0.0535210219784669,0
0,0,0.0259573495953695,0.0514185990738965,0
0,0,0.0344208250249474,0.0568211964998458,0
0,0,0.0314654528678078,0.0724983962320887,0
0,0,0.0262348510884058,0.0872528151999269,0
